,score,time,samples,fmin,fmax,thres,n_dr,subject,session,channels,n_sessions,dataset,pipeline,FreqBand
2,0.522,12.56643,200.0,15.0,30.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
3,0.707,13.493725,200.0,15.0,30.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
4,0.3995,17.153399,200.0,15.0,30.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
5,0.487,13.746319,200.0,15.0,30.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
6,0.4965278,14.794235,240.0,15.0,30.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
7,0.5655,13.347448,200.0,15.0,30.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
8,0.546,12.380194,200.0,15.0,30.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
9,0.4765,12.063537,200.0,15.0,30.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,beta
10,0.946,2.9969244,200.0,15.0,30.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
11,0.944,3.0310373,200.0,15.0,30.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
12,0.955,3.4370875,200.0,15.0,30.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
13,0.9205,3.0127757,200.0,15.0,30.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
14,0.884,3.4408903,200.0,15.0,30.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
15,0.4785,3.5946286,200.0,15.0,30.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
16,0.55243057,4.1511235,240.0,15.0,30.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
17,0.5325,3.485343,200.0,15.0,30.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
18,0.521,3.4963963,200.0,15.0,30.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
19,0.558,3.4675088,200.0,15.0,30.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,beta
20,0.7395,15.997646,200.0,15.0,30.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
21,0.687,17.751768,200.0,15.0,30.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
22,0.6855,17.679121,200.0,15.0,30.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
23,0.733,17.730217,200.0,15.0,30.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
24,0.706,17.629906,200.0,15.0,30.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
25,0.6245,17.65531,200.0,15.0,30.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
26,0.5399306,21.26713,240.0,15.0,30.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
27,0.424,17.674187,200.0,15.0,30.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
28,0.4795,17.813639,200.0,15.0,30.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
29,0.5235,17.116049,200.0,15.0,30.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,beta
30,0.586,5.2911615,200.0,15.0,30.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
31,0.5945,5.329653,200.0,15.0,30.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
32,0.5695,5.0443425,200.0,15.0,30.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
33,0.682,5.225055,200.0,15.0,30.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
34,0.4965,6.34808,200.0,15.0,30.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
35,0.465,5.6214795,200.0,15.0,30.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
36,0.48125,6.0420394,240.0,15.0,30.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
37,0.4725,5.472393,200.0,15.0,30.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
38,0.5375,5.1681166,200.0,15.0,30.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
39,0.5125,4.841415,200.0,15.0,30.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,beta
40,0.6865,15.436968,200.0,15.0,30.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
41,0.771,16.14613,200.0,15.0,30.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
42,0.8915,16.568453,200.0,15.0,30.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
43,0.9115,16.056545,200.0,15.0,30.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
44,0.78,17.23991,200.0,15.0,30.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
45,0.4385,17.365227,200.0,15.0,30.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
46,0.45243055,20.89694,240.0,15.0,30.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
47,0.586,13.006919,200.0,15.0,30.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
48,0.453,17.403131,200.0,15.0,30.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
49,0.387,11.4218645,200.0,15.0,30.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,beta
50,0.6485,16.933712,200.0,15.0,30.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
51,0.8985,17.368263,200.0,15.0,30.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
52,0.8225,17.357552,200.0,15.0,30.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
53,0.7945,17.401234,200.0,15.0,30.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
54,0.769,16.196886,200.0,15.0,30.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
55,0.491,14.460339,200.0,15.0,30.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
56,0.38229167,18.628044,240.0,15.0,30.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
57,0.4805,12.545543,200.0,15.0,30.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
58,0.4255,17.5105,200.0,15.0,30.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
59,0.441,17.298933,200.0,15.0,30.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,beta
0,0.605,5.7736263,200.0,30.0,45.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
1,0.5275,5.913141,200.0,30.0,45.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
2,0.608,5.489339,200.0,30.0,45.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
3,0.8125,4.9014606,200.0,30.0,45.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
4,0.484,5.0939455,200.0,30.0,45.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
5,0.533,4.673024,200.0,30.0,45.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
6,0.49097222,5.827947,240.0,30.0,45.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
7,0.4935,4.967563,200.0,30.0,45.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
8,0.45,4.1961927,200.0,30.0,45.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
9,0.523,5.8270645,200.0,30.0,45.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,gamma
10,0.4995,17.637537,200.0,30.0,45.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
11,0.546,16.959644,200.0,30.0,45.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
12,0.596,17.665031,200.0,30.0,45.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
13,0.8485,17.69797,200.0,30.0,45.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
14,0.5725,17.714996,200.0,30.0,45.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
15,0.5235,17.635082,200.0,30.0,45.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
16,0.5190972,21.35584,240.0,30.0,45.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
17,0.4215,17.679407,200.0,30.0,45.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
18,0.5745,16.446802,200.0,30.0,45.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
19,0.4585,16.91283,200.0,30.0,45.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,gamma
20,0.8085,3.457237,200.0,30.0,45.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
21,0.835,3.4784672,200.0,30.0,45.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
22,0.984,3.4283128,200.0,30.0,45.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
23,0.9295,3.017463,200.0,30.0,45.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
24,0.655,3.053996,200.0,30.0,45.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
25,0.579,3.6431644,200.0,30.0,45.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
26,0.51145834,4.1732,240.0,30.0,45.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
27,0.5675,3.4727328,200.0,30.0,45.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
28,0.545,3.5086324,200.0,30.0,45.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
29,0.597,3.298049,200.0,30.0,45.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,gamma
30,0.513,17.313305,200.0,30.0,45.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
31,0.561,16.124876,200.0,30.0,45.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
32,0.768,16.189436,200.0,30.0,45.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
33,0.891,17.4479,200.0,30.0,45.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
34,0.5015,17.37589,200.0,30.0,45.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
35,0.473,13.53807,200.0,30.0,45.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
36,0.49444443,20.986004,240.0,30.0,45.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
37,0.452,15.211754,200.0,30.0,45.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
38,0.5325,17.26222,200.0,30.0,45.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
39,0.4,16.515078,200.0,30.0,45.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,gamma
40,0.593,17.341776,200.0,30.0,45.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
41,0.6765,15.499559,200.0,30.0,45.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
42,0.873,17.246626,200.0,30.0,45.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
43,0.9115,17.24805,200.0,30.0,45.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
44,0.5275,15.701622,200.0,30.0,45.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
45,0.514,15.811616,200.0,30.0,45.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
46,0.525,14.610023,240.0,30.0,45.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
47,0.5775,17.455763,200.0,30.0,45.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
48,0.5025,17.337078,200.0,30.0,45.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
49,0.4835,10.311055,200.0,30.0,45.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,gamma
50,0.544,13.5085125,200.0,30.0,45.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
51,0.4345,12.1897335,200.0,30.0,45.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
52,0.5335,12.329663,200.0,30.0,45.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
53,0.6585,12.227205,200.0,30.0,45.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
54,0.4905,13.951807,200.0,30.0,45.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
55,0.4195,12.59809,200.0,30.0,45.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
56,0.51840276,14.459322,240.0,30.0,45.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
57,0.521,12.284892,200.0,30.0,45.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
58,0.5045,12.018659,200.0,30.0,45.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
59,0.4925,11.326437,200.0,30.0,45.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,gamma
0,0.8015,6.74513,200.0,8.0,35.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
1,0.774,4.90288,200.0,8.0,35.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
2,0.57,6.0990887,200.0,8.0,35.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
3,0.7045,6.243643,200.0,8.0,35.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
4,0.6465,7.933902,200.0,8.0,35.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
5,0.501,5.998245,200.0,8.0,35.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
6,0.5472222,6.6922097,240.0,8.0,35.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
7,0.5145,5.641313,200.0,8.0,35.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
8,0.517,6.0372868,200.0,8.0,35.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
9,0.521,5.0502067,200.0,8.0,35.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,lagged+elasticnet,defaultBand
10,0.977,3.081474,200.0,8.0,35.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
11,0.9795,3.1746342,200.0,8.0,35.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
12,0.975,3.1050897,200.0,8.0,35.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
13,0.927,3.5340314,200.0,8.0,35.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
14,0.909,3.591037,200.0,8.0,35.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
15,0.48,3.8159223,200.0,8.0,35.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
16,0.4965278,4.3742933,240.0,8.0,35.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
17,0.5245,3.6614885,200.0,8.0,35.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
18,0.4975,3.6687577,200.0,8.0,35.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
19,0.5975,3.6687322,200.0,8.0,35.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,instantaneous+elasticnet,defaultBand
20,0.772,8.310577,200.0,8.0,35.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
21,0.8835,8.354906,200.0,8.0,35.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
22,0.4955,9.686417,200.0,8.0,35.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
23,0.774,10.355673,200.0,8.0,35.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
24,0.6205,10.352708,200.0,8.0,35.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
25,0.729,10.345253,200.0,8.0,35.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
26,0.6003472,10.007116,240.0,8.0,35.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
27,0.4645,8.343995,200.0,8.0,35.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
28,0.528,10.2044935,200.0,8.0,35.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
29,0.484,10.335885,200.0,8.0,35.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,imcoh+elasticnet,defaultBand
30,0.795,8.035474,200.0,8.0,35.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
31,0.831,3.9529803,200.0,8.0,35.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
32,0.8925,8.094447,200.0,8.0,35.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
33,0.9135,9.993943,200.0,8.0,35.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
34,0.7615,10.048457,200.0,8.0,35.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
35,0.514,10.1153755,200.0,8.0,35.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
36,0.5295139,5.9375677,240.0,8.0,35.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
37,0.4185,4.395811,200.0,8.0,35.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
38,0.5065,10.1100855,200.0,8.0,35.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
39,0.499,2.766922,200.0,8.0,35.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,coh+elasticnet,defaultBand
40,0.646,8.702324,200.0,8.0,35.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
41,0.658,6.493694,200.0,8.0,35.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
42,0.599,4.7591486,200.0,8.0,35.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
43,0.6935,8.7512245,200.0,8.0,35.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
44,0.5525,9.892819,200.0,8.0,35.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
45,0.579,9.918499,200.0,8.0,35.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
46,0.55243057,6.401946,240.0,8.0,35.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
47,0.587,6.7018886,200.0,8.0,35.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
48,0.5775,5.9529185,200.0,8.0,35.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
49,0.5975,4.98588,200.0,8.0,35.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,wpli2_debiased+elasticnet,defaultBand
50,0.8255,8.196035,200.0,8.0,35.0,0.0,64.0,14.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
51,0.939,7.951832,200.0,8.0,35.0,0.0,64.0,43.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
52,0.846,9.680158,200.0,8.0,35.0,0.0,64.0,50.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
53,0.8855,9.562343,200.0,8.0,35.0,0.0,64.0,35.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
54,0.83,9.647418,200.0,8.0,35.0,0.0,64.0,3.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
55,0.5425,9.639663,200.0,8.0,35.0,0.0,64.0,29.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
56,0.47118056,11.388336,240.0,8.0,35.0,0.0,64.0,7.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
57,0.4705,5.45914,200.0,8.0,35.0,0.0,64.0,17.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
58,0.473,9.732933,200.0,8.0,35.0,0.0,64.0,40.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
59,0.506,4.633672,200.0,8.0,35.0,0.0,64.0,38.0,session_0,64.0,1.0,Cho2017,plv+elasticnet,defaultBand
